Review,Category
very easy to use I live my fire the best purchase I have made in months,not sarcasm
"The only reason why I have not given a 5 star review is because sometimes, the unit freezes out of nowhere after I will be reading news articles or after watching Prime/Netflix",not sarcasm
Gift for Mom. This is her first tablet. She is having no issues so far.,not sarcasm
"Great value for the price. Easy to navigate and has good picture quality. I bought it to watch Netflix, browse internet, read books on Kindle, and watch YouTube.",not sarcasm
Very nice tablet for low price. The shell feels a little on the cheap side but added a cover (Fintie) & feels much more sturdy. Great for reading or watching netflix or amazon video.,not sarcasm
"Purchased this to get a lighter tablet. Also to update our my old tablet which had a replaceable battery. This is all around lighter ,thinner and easier to handle. HD is a good upgrade and can't beat the price for comparable tablets with same features. my wife reads on it daily and loves it. I am probably going to search for another one.We have the 8"" and I would like to try a 7"" if it were available.I like to try different size devices to see how I adjust same way with todays phones.",not sarcasm
I'd recommend this highlyGreat buy for the priceGood graphics and easy to use.,not sarcasm
Good product bought it as a Christmas gift. I will be purchasing another one soon.,not sarcasm
Wanted one that played bejeweled blitz. This one does not.,not sarcasm
A gift to my 3 year old grandson. Great graphics and sound.,not sarcasm
The size of the Fire tablet gives you the feel of having a book in your hands while reading a book. Because of the size and lightweight it's easy to transport and fits easily in my purse. I'm enjoying my Fire tablet which was a gift.,not sarcasm
The tablet is Excellent! Very fast and well worth the money! The display is great!,not sarcasm
I got this for my kid as a gift so he could read books easier and it has helped a ton!,not sarcasm
"I got an 8"" windows tablet for my father in law and we quickly realized that windows is not a good choice for someone that is not already comfortable with all the windows features that are not tablet friendly. This tablet on the other hand, had a very easy learning curve and my father in law became comfortable with all the features in a couple of hours. I would definitely recommend it as a gift.",not sarcasm
"The 8 inch Amazon Fire 6th edition is by the far the best tablet in the Amazon market. The 7-inch is a nice size, but the 8-inch has better screen resolution and longer battery life. If you are an Amazon Prime member, this is a must have tablet. Also, the Amazon magnetic case does a great job in protection and sleek-ness.",not sarcasm
I bought four of these for my kids and they love them,not sarcasm
Great tablet for my childthis tablet was just everything that I need it for my child,not sarcasm
Very easy to use and small enough to travel with. I slide it right into my bag.,not sarcasm
I would recommend this ereader above all others for its high quality and diversity. Not only as an ereader but as a web browser.,not sarcasm
I got my father a Amazon Fire he's never used a tablet let alone a computer. So it was a challenge. He did pretty good but ha's a hard time seeing the screen.,not sarcasm
I love my new Kindle Fire even more than my old one which I lost.,not sarcasm
Very good buy. I am enjoying my new tablet. Great buy!,not sarcasm
"Learning all the aps that are on the Kindle, the games and all the free books.",not sarcasm
"Perfect for a kid and it was cheap! My son has broke a lot of tablets, this one seems durable.",not sarcasm
I travel a lot and this is perfect for watching movies or reading on the flights,not sarcasm
The Kindle is great! It's easy to set up and I've found all the books that I wanted.,not sarcasm
"I got this on an impulse buy, mostly for my 16+ hour flight, but also just in general. Was in line buying something when I saw this at an unbelievable price! So I bought it and have no regrets! For the price ($69.99) it's a great tablet, though you can only get apps through the amazon app store not the Android app store, which limits you. But that's alright, as I mostly got it for watching videos and movies and that sort of stuff. And occasionally some games!",not sarcasm
"Great tab and the price cannot be beat, Only gripe is the fire os. Oh well",not sarcasm
This tablet is great for the price. It has good connection to wi if. The kindle store is a breeze. The picture quality is good. And seems to be the perfect size. A nice alternative compared to The more expensive tablet. And much better quality then the less expensive tablets I would recommend,not sarcasm
I bought two Kindle Fires for my 4 year old twin grandsons this past Christmas. We downloaded lots of educational programs for them and they absolutely love it! No need to buy them an IPAD which was far more costly!,not sarcasm
"I have had every version of the Kindle since the week it was introduced and jumped at the chance for a Kindle Fire. I replaced the first one I had in 2014 and it was everything I wanted except this past summer it started overheating and got nonresponsive in the midday heat. So...I got this one. First of all I miss Swype. WHY get rid of it? Secondly I cannot put two of my favorite apps (which work on my old one) to work on this but lastly and most importantly: every once in awhile the screen freezes with a bunch of code ""shimmering"" in the background and only turning it off and/or leaving it for awhile brings it back to life AND it turns itself off. It seems to happen when I close a program and move to a new one. Aggravating and not what I expect from a product with which I have been happy in the past.",not sarcasm
My granddaughter love this fire for al her games. We also downloaded a music app for her and she is so happy with this. So many things she will learn how to do on this tablet.,not sarcasm
"Bought a Kindle Fire for my wife several years ago, our son is now 9 and he had kind of taken over the tablet from my wife. So we decided he was responsible enough and bought this for him for Christmas. I cannot believe the improvement over the previous Kindle Fire we own. The screen is more clear and bright and even seems more detailed, apps load faster, it connects to the internet faster. For the $89.99 they currently sell for I would say it is an excellent value. If you can wait, we paid less at Christmas so a lower price could be seen again.",not sarcasm
We've had three of these Kindles. They are well built and you can't get the quality in a tablet from any other manufacturer. Amazon has great support with them.,not sarcasm
This was a great purchase! Love the fact I can download TV or movies and watch off-line. Easy set up.,not sarcasm
I bought this for my wife she loves how easy it is to use and small enough to take on trips.,not sarcasm
"I bought the first edition kindle fire years ago. My kids loved it so much that I bought this product to replace the old one. They love this one even more. Larger screen and more memory, you can't go wrong!",not sarcasm
Gift for my grandpa so he can do internet searches from his chair and play games. He loved it. It's simple to use and inexpensive,not sarcasm
I love my kindle fire it's is good for watching movies reading and anything you need a tablet for.,not sarcasm
"We get this after my son broke his Samsung tablet and I told was android operating system but wen the time to set it up came, takes me a little lounger to make a new account, password and paretal control for my kid but am happy that finally did it",not sarcasm
This was a replacement for an Amazon Fire tablet. This was a an up grade for my daughter who broke the screen on her old one. She absolutely loved her old one. She says the new one is even better.!!,not sarcasm
"I bought this kindle fire for my teenage son so he could use it at school and play games on the kindle, he loves it.",not sarcasm
You will not find another tablet like this with the affordable price.,not sarcasm
This tablet is small enough to pack but the screen is the perfect size for watching movies on the plane when traveling.,not sarcasm
"love the ease of use with tablet, have not had any issues",not sarcasm
I highly recommend kindles. I wouldn't own anything else. I love reading and this is the best device yet not only for reading. This has wifi capabilities. I would highly recommend this item.,not sarcasm
"I had Microsoft Surface, unfortunately daughter dropped and cracked screen so needed a new tablet. Since went back to laptop for work didn't need another Surface. Settled on 8"" Kindle HD over Samsung and IPad mini due to value. I only use for social networks, email, games, internet search, and occasional viewing of videos. This is a good basic tablet that can handle this no problem with a good wifi connection. Great value as I paid under $100 during the holidays and it has been as good as my Surface for these basic uses.",not sarcasm
I recently upgraded to this model of Kindle. Liked it so much I bought this one for my daughter. She loves it. It's much nicer than the older model she and I had.,not sarcasm
I had a very early generation Kindle that I loved. I was unwilling to update my Kindle because it was so great. The new one I got from my wife made it look like the old one was standing still. It's much faster and I love it.,not sarcasm
"I love this tablet because of its user friendly interface. It reminds me of a starter tablet for kids, without being too much of a dull product.",not sarcasm
Great product. I got this as a gift for a family member and she loves it.,not sarcasm
"Wry basic, but I guess, it's ok for the price. Bought for a 6 year old.",not sarcasm
Bought as gift for senior. Setup process could be easier.,not sarcasm
Nice handheld size. Clear text. Easy to read books on.,not sarcasm
"Bought this for my daughter to use in school, she loves it! Product works great! I also bought the older version for my mom and she lives it as well",not sarcasm
"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids.",not sarcasm
This is a good product for your money. It's basic it does the job.,not sarcasm
Love the access to films. Easy to read and work with. A Little like an Android. I am used to IPhone apps but this works great once you understand it.,not sarcasm
"Broke the screen on our 2nd gen fire so this is it's replacement. Easy setup, Much faster than older one. Just the right size for games, email, social media.",not sarcasm
"This is decent reader and Netflix device. Lots of bugs and gotchas when trying to use - icons going off screen, random locking, random performance hits while doing the same task. Returned. Buying an iPad mini 2. The build quality is just not there.",not sarcasm
Great and informative service. The guy who helped us was very friendly.,not sarcasm
"Love the Fire, the picture is good and really like the amazon link",not sarcasm
"I have an LG tablet but picked up this one for my Dad and after messing with it for a while it's very nice,. I think I like it more the my LG g pad!",not sarcasm
This is a great tablet. My family and I love it. Lots of feature and faster than I thought it would be.,not sarcasm
Better then the older models bigger and better then before,not sarcasm
I really enjoy my amazon. It is getting easyer to use and I am finding new apps every day.,not sarcasm
"This tablet is awesome...HD resolution, fast processor and affordable! Highly Recommended.",not sarcasm
Nice tablet. Very speedy. The only thing I don't like is that I can't add GooglePlay apps to it. At only $69.00 I guess that's to be expected.,not sarcasm
I use my kindle on a daily basis. It is a good size for reading in bed.,not sarcasm
"The kindle was great but too small for my vision impaired mother, it was a gift,",not sarcasm
"My son totally loves it! The size is just right, and it is pretty fast. I don't have any complaints about it.",not sarcasm
"On Christmas Eve I went in looking for an iPad as a gift. They were sold out and I was directed to the Amazon Fire HD8. The picture quality is amazing (hence the HD). I watched a movie on it and the picture was better than my HD tv. I have to say, I would buy this tablet over an iPad any day...AND it cost less than a fourth of the price!",not sarcasm
Decent tablet for the price. My kids love them!!!!,not sarcasm
I am extremely pleased. Fast. Efficient. Reliable.,not sarcasm
Purchased to watch movies. Quality is great. Sound from tablet needs work but earphone is usually used or at least recommended for personal use.,not sarcasm
My son loves his kindle fire. He uses it every day.,not sarcasm
"The Amazon Fire HD8 tablet is a high quality, inexpensive piece of technology that works great for anyone looking to purchase one that won't break the bank.",not sarcasm
"Once taking time to install google play store, It functioned as good as any other android tablet. The down side is camera which doesn't produce clear pictures.",not sarcasm
Bought for someone not tech savvy and he's done great,not sarcasm
Bought this tablet on sale. I can look up all the things I 'm interested in.,not sarcasm
This is a great product second one i purchase recomend it.,not sarcasm
"The tablet has a very clear and crisp screen. The device is easy to setup. There is a quite abit of preinstalled apps. The responsiveness is great, connectivity is good, but sound is not great.",not sarcasm
"This tablet is great considering how affordable it is! I mainly use it for reading, streaming shows, and listening to music. I do wish it was a true Android platform instead of the ""Amazon Android"" platform, but overall it's a great little tablet!",not sarcasm
It's great for my 7 year old. Easy for her to use.,not sarcasm
"Wasn't happy with first one I opened as Christmas gift, it didn't work from right out of the box. Contacted Amazon and they sent a new one the next day. This one has worked from the get go. I'm now enjoying my new tablet. Very happy with Amazons service and prompt response to the issue.",not sarcasm
"This is good for kids. Cheap enough that if they destroy it, you won't get upset",not sarcasm
Great product for my 10 year old son. Very easy for him to find what he wants,not sarcasm
Love Alexa and all of its features. Love that I can listen to music and read ebooks,not sarcasm
"Paid $60 for it on sale during holidays, couldn't ask for better product for the price",not sarcasm
Bought this for each of my grandchildren and they loved it. Very user friendly,not sarcasm
Great value from Best Buy. Bought at Christmas sale.,not sarcasm
great tablet well worth the price which was a deal on black friday,not sarcasm
"Original Kindle Fire would finally no longer charge so bought this to replace. Not quite the quality of original (not as fast, resolution not as good) but can't complain for the price. Good choice for casual web surfing and reading.",not sarcasm
Does the trick. This is a good tablet for the price.,not sarcasm
I bought this for my 3yr old son and it's perfect for him! With a mixture of games (kid friendly) and read-along books makes it a perfect for the kids and of course there's so much more for adults as well.. great buy!,not sarcasm
"Great tablet, especially for the price. I bought this to replace an old Fire 7 tablet, that I had the battery going down. It works nicely and I love the Kindle Freetime and the parental control settings.",not sarcasm
"Great little tablet for cruzing the internet and using Amazon products. I purchased it hoping I could use it as an inexpensive screen for my DJI Phantom 4. It works OK in this fashion, but I believe it is underpowered for the job.",not sarcasm
I bought this for my niece and she really enjoyed it. She was able to watch Netflix on it and play games. She could surf the internet if she needed to. We went with the bigger GB since it wasn't much more.,not sarcasm
Gave it as a door prize at office party. They love it.,not sarcasm
This tablet is simple to set up and it's worth the price. It's perfect for beginners.,not sarcasm
Great tablet for easy operation. Was a great upgrade for a family member.,not sarcasm
My 2nd Fire. Great picture quality. Easy to use. Would recommend for all ages.,not sarcasm
"I bought this to take on cruise to read and listen to music... less expensive than my tablet, so if I loose it not as big a loss... it does all I thought it would..easy to set up... to get the most from this tablet you should be an amazon prime member $100 a year, not required,but lots of benefits from it",not sarcasm
"OK its not an iPad, but it is a very good tablet for less than 100 dollars.My only complaint is that it don't have a true GPS chip and relies on your WiFi reported location for apps and therefore some apps cannot be loaded on this device that rely on a true GPS. But it is a great travel tablet and with an SD card you can download your Amazon or other content and watch offline. A great travel tablet!",not sarcasm
For the price you get alot of valueGreat for watching movies amazon shopping youtube,not sarcasm
"I got a magenta color because I loved the beautiful purple-ish color shown on the picture. Instead I got a really bright pink-ish color which looks nothing like the color shown here. I went to the store hoping to replace it with a different color but was told that since I bought it on sale, I had to pay the $30 dollar price difference if I wanted to exchange. Unbelievable. The product is good but I never liked the Best buy customer service.",not sarcasm
This product met all of our my needs and I would recommend it to others.,not sarcasm
Would recommend for the right person that wants low cost tablet BUT...Ended up returning this item because it was heavy and too wide for my hand to hold. It was too big to hold in hand and too small to use like a larger tablet. Ended up just using my Lenovo Yoga 900 since it was more flexible and only about .5 lb heavier.,not sarcasm
"I have the HD 7 and an HDX 7, and the 8 outperforms them both. If you are an Amazon fan of the eco system, this is a must. The screen is bright and crisp. The processor performs very well with the latest software update. I love it.",not sarcasm
Bought to use for recent travel. Was able to download several movies and TV shows from Netflix. Seems to have decent storage. Video playback was fine.,not sarcasm
Just purchased the Amazon Fire 16GB model and so far it has performed as expected. Only drawback is the screen which is somewhat reflective of any light source and needs constant cleaning for smudges from normal use.,not sarcasm
"Easy to set up and use. Nice graphics and lots of apps to choose. I got this for my husband who is technology challenged and so far, he's using it without getting frustrated, which is huge!",not sarcasm
love the first now a new one. everything at your fingertips.,not sarcasm
"purchased for a little guy, and i am very pleased with it!!",not sarcasm
Perfect gift for the office co-workers or close friends,not sarcasm
"This is actually a pretty good little tablet. It is not the most powerful and it doesn't have the highest resolution screen. But for the price, you can't go wrong. It does what it is supposed to do and for the low price you won't feel much pain if you break it. A perfect first tablet for the kids or a nice secondary tablet that you can just toss in a bag or the car for road trips.",not sarcasm
"Amazon Fire tablets are the best products in their price ranges, especially if they are on sale as they were at the last Black Friday event. Excellent purchase.",not sarcasm
I bought this as a way to easily read while on the go. I'm disappointed as it's really too big too easily carry around. I've discovered it's not all that easy to use it for reading purposes,not sarcasm
"This tablet is the best one we've ever bought. And, the least expensive! It satisfies all of our needs; email, Facebook, Candy Crush, YouTube, Bluetooth broadcasting to a remote speaker. We love it. No frustration whey using the keyboard or finger clicking on icons or commands!",not sarcasm
i was surprised buy how light and compact this was but still strong enough to do what i needed.,not sarcasm
Great for reading. Ordering books and use as a tablet.,not sarcasm
"For the price, this tablet is not bad. I found a couple of things that is a bit annoying. Every time you turn on the device, ads will appear in the lock screen. Also the picture gallery, it takes several minutes to load. The wait is very annoying.",not sarcasm
"For the price, you can't beat this tablet. It is fast and basic.",not sarcasm
I had problems with my White page and was in the process of buying ad new Kindle I found this was a better unit for my use than tine White-page.,not sarcasm
Perfect for the price. It is great to bring with you on the go. And like I said can't beat the price. The only con is it has a plastic back so be careful. The battery is great. I would absolutely recommend this product.,not sarcasm
"This tablet is not a high-tech state-of-the-art Speed Demon, but on the other hand it is more than good enough for daily use. The two biggest benefits to me are that it now comes with Alexa built in, and, you can download Amazon movies to the device to watch offline, for example on an airplane. These two features alone make it worth the very reasonable price.",not sarcasm
good value for the money ..............................................................................................................,not sarcasm
Gave this to my wife for Christmas. Upgraded from the original Kindle. She thoroughly enjoys it.,not sarcasm
Fire is a good tablet. Portable size . Have bought a couple for gifts as well,not sarcasm
This tablet is really easy to use and since I'm a Amazon Prime member the video's and music is easy to access. I'm really surprised how fast the unit compared to my older i-pad. I would recommend this if anyone wants a good value product.,not sarcasm
This is a great tablet for the money. Perfect for someone who does not want to shell out hundreds for an iPad.,not sarcasm
"like a tablet. great, fast connection. everything I wanted in an electronic reader.",not sarcasm
No problems with the fire. Works well. Just need a case for it now. Size is very convenient.,not sarcasm
"I bought this for my mom and she loves it. She said it is really easy to use and loves the lighting, it's easy for her to read.",not sarcasm
Very helpful and friendly. Didn't have too much selection on what I was looking for. But found what I needed.,not sarcasm
"This tablet is so great for the price, but Amazon has always put out excellent product. This is fairly lightweight and pretty fast too. Like all Amazon product it ties all your Amazon accounts so downloads and purchases are super easy. I have dropped it a couple of times and no damage... so it's pretty tough too.",not sarcasm
It is a great and affordable tablet for my 12 & 13 year old grandsons. It keeps up with the higher speed internet.,not sarcasm
So far the tablet works great. I got this for my daughter for Christmas and she downloads games no problem. The 16gb is great I'm glad I purchased the larger storage capacity.,not sarcasm
"very good for kids to use, play games and watch kids videos.",not sarcasm
I like that it gets 12 hours of charge time. Easy to use.,not sarcasm
i bought this on a whim because my brother recommended i try it sometimes. hard to believe how important this is in my life. this has opened up my long forgotten youth with music and videos anytime,not sarcasm
Was looking for a cheap tablet for my a son to use saw this unit on sale on black Friday good unit.,not sarcasm
Basic internet plus a ton of Amazon apps and some standard ones too. If you want to use Amazon it is an excellent tool.,not sarcasm
Easy setup. Confusing screens but practical and inexpensive.,not sarcasm
Really enjoy this product. Love watching movies and playing games on my Fire HD 8,not sarcasm
"Great rablet, clear screen and small design. Great for watching movies.",not sarcasm
"Great for keeping around the house and doing basic Internet functions. For traveling it lets you bring books, movies and/or tv shows via Amazon so being Amazon Prime is a plus.For you business travelers, out of the box it can open, view, & edit MS Office files, .docx, .xlsx, & .pptx.All this for 25% the price of a iPad. Yes, the iPad can do more, but do you need it?",not sarcasm
I pulled the trigger on the fire tablet knowing the I would have to install the google play store separately. with some work this could be the most bang for your buck for an android tablet.,not sarcasm
Purchased for my niece for a Christmas gift. She loves it no complaints,not sarcasm
Best tablet money can buy for under 100$. Very happy with its performance and responsiveness. External speaker is much better on this than my more expensive samsung tab E tablet.,not sarcasm
I use it at home instead of a computer. I gave it four stars instead of five because it seems to lose wifi frequently. However this could be due to house wifi issues. The tablet is fast and easy to use. Love the ease of downloading books.,not sarcasm
Got this tablet on sale for $59.99 at Best Buy and got Webroot Internet Security free with purchase. This is not a high end tablet but it works really great for many of the things I do. For the price it can't be beat!,not sarcasm
Easy to use and portable. Took on vacation and it was great to kkep up on emails and news.,not sarcasm
"Really handy. Can check email, read a book. Also can access info on the web. Lightweight.",not sarcasm
"I was hesitant to buy a Fire tablet but I just needed an extra around the house tablet and I was very impressed. If you need a tablet just to browse the internet, watch movies and light basic searches its perfect.",not sarcasm
Purchased the device for my son to take full benefits of his prime account. A decent device with reasonable features for the low cost.,not sarcasm
Bought this for my 5 year old son. He navigates through apps and sites easily. The built in Wifi is helpful for car rides. Parental controls blocks him from buying every download he finds attractive. We're still trying to figure out how to get Alexa to audio respond.,not sarcasm
This product is very easy to set up and use. Has lots of great features that make it fun and easy for kids to play games and read books.,not sarcasm
Bought this as a Christmas gift for my wife. She is an avid reader. She previously had a B&N Nook which stopped working. This is much nicer and she loves it. Would recommend for someone who likes to read while traveling or simply at home.,not sarcasm
"Bought this tablet for a child at Christmas. After days of research, this tablet seemed to be the best buy of the lot. It had a good processor, decent memory, and good reviews. It should be exactly what a 12 year old would need in a tablet at a great price.",not sarcasm
"I was looking for and cost effective solution to satisfy my childrens desires to have there own SmartPhone to play Games.I like the Parental controls, to limit certain actions and downloads.",not sarcasm
"Great easy tablet for a reasonable price. Not the most super powerful. It can get the job done for simple tasks such as surfing the web, checking email, playing YouTube, etc. screen is clear and responsive. Great inexpensive tablet",not sarcasm
It was a gift for my granddaughter and she seems very happy with it so far.,not sarcasm
"Purchase for a 12 year old. Sturdy, easy to usr. Great price",not sarcasm
I gave this as a gift for Christmas and still can't get it set up will have to go to geek squad to help,not sarcasm
This tablet is great and easy to use. Great way to keep the kids entertain.,not sarcasm
"It replaces my 6"" Fire Kindle. Love the HD quality.",not sarcasm
Owned a kindle fire HDX for GameCircle years. Finally decided Goodreads upgrade. This fire HD 8 is great. Really Prime the larger screen and new features.,not sarcasm
Amazon tablet that links to my amazon prime account so that i can watch all my movies and listen to my music.,not sarcasm
Grandson used a borrowed one at school. So now has his own .,not sarcasm
Great tablet for children and for entertainment...,not sarcasm
This is a great tablet for the price it is offered at. Great for amazon prime members.,not sarcasm
"my third amazon fire, has more features than my old one. battery lastlonger",not sarcasm
"Pretty good tablet especially for the price. That being said, it could be slightly faster when opening apps and running certain processes. Overall good machine for the price.",not sarcasm
Nice size. Good processor speed. Not happy that I cannot gety Google music.,not sarcasm
I think that my Amazon tablet does all that I need for it to do.Handy to have when traveling.Easy to operate.,not sarcasm
While this tablet doesn't have the screen resolution that I'm used to it's a nice beginner tablet. Faster than my old Fire HD tablet I purchased years ago...,not sarcasm
Great value. Daughter loves it. Easy to use and navigate for her.,not sarcasm
"I bought the 8"" version on impulse because of an excellent offer on Black Friday. As an Amazon product, it offers Amazon apps. While you can get Google Play apps, it requires some hoops. I just discovered I can't save movies from Netflix because that only applies to the HDX version. So this product has limits. But used as a Kindle reader, or to get email via wifi, or other uses (wifi only) while traveling where you wouldn't want to take an expensive device, it is a good choice.",not sarcasm
This is such a wonderful value for the money!!Clear display with great color!!,not sarcasm
Tablet is wonderful for young kids. There's ways to switch it to kid friendly,not sarcasm
This was a Christmas present so it hasn't had a lot of use yet but so far this tablet has worked well and was straightforward to set up,not sarcasm
"We bought one of these for our 2 year old a few months ago and we liked it so much we bought one as a Christmas present for a 65 year old parent. It obviously isn't the highest quality tablet on the market, but it very responsive and gets the job done. And, you can't beat the price; just a great value.",not sarcasm
I have two other versions of Kindle tablets and each one gets better. Great screen display allowing for clear and enjoyable viewing. Easy to use. Quick downloading and updating.,not sarcasm
Perfect size. Works great. Just as advertised. Has a long battery life.,not sarcasm
Easy tablet to use. Great camera.Touch screen. Very clear screen.,not sarcasm
I still have my own Kindle since a few years ago and it still works. I love it and my grandkids both love their kindles.,not sarcasm
"this is my 2nd hd 8, very fast and easy, great value",not sarcasm
Was looking for tablet to read books and this is perfect for that.,not sarcasm
Turns out the Fire is much better than I expected. Well worth the $50 I paid for it!,not sarcasm
Gave this as a gift and she was very pleased. Great product at a great price!,not sarcasm
I am bring it back for an exchange. (a different make),not sarcasm
Beautiful picture. Enjoying different apps and looking forward to hours of fun.,not sarcasm
Works well. Easy to use. I like the auto on when you open the case,not sarcasm
"I bought this for my son for Christmas. He loves it. He can use it to access the web. This item is great for kids, it is education. You canaccess over 13,000 books on amazon. It has helped my son with his reading.",not sarcasm
I brought this tablet during the Black Friday sale fast forward to Christmas when my 6 year opens it he was happy I set it up for him two days later it crashed never came back on. Blank screen. He was disappointed and so was I .,not sarcasm
"Mom loves the tablet. Easy for her to use, she uses it for Facebook, reading, and some of her games.",not sarcasm
This was a gift from my wife. I wanted a lighter Kindle and this is it. I have been happy with this new version.,not sarcasm
"Great quality, great price and best of all has good sound.",not sarcasm
"This tablet is great, and it has a good battery life. I'd recommend for people who love to read.",not sarcasm
"good value for the money, love the kindle for reading",not sarcasm
"Truly enjoying this fire. My last kindle fire is only 3 years old and works great but want a front and rear camera. Camera takes good pictures. Also like feature of ""Alexia"".",not sarcasm
got this for wife for christmas she loves thing she can read her kindle book and surf the web like a regular tablet,not sarcasm
Great e-reader. Easy to download books. Screen is easy to read from.,not sarcasm
purchased for my mom and showed her a few apps and she took to it without further direction,not sarcasm
"Nice tablet for the price. Being amazon prime member, I am using many amazon services and devices, tablet is really handy for managing it all very easily apart from other basic functinality of tablets.",not sarcasm
"Had a Fire 7 previously which was ok but this one is brighter, faster and the larger keyboard makes a huge difference.",not sarcasm
Bought this tablet for my mom who struggles with technology. The Fire HD8 was easy to setup and has many great features. She is catching on well and learning new applications daily. A great value.,not sarcasm
"I've never had a tablet, I-phone, Smartphone . . . Nothing but PCs. This is my first foray into these modern electronics. I must say that, while I still find it very nerve-wracking, this Amazon Fire Tablet has been pretty user-friendly for an old man like me. I'm learning something new about it every day.",not sarcasm
"Got it for my grandma. She loves it , has no complaints about it.",not sarcasm
"For the price you can't beat this tablet for kids. I'm not a fan of Amazon's super restricted App Store, but the device itself is very good. I love the curfew feature. You can set up times that a child can or can't access the tablet without your permission.",not sarcasm
This is so much easier to travel with than the lap top.,not sarcasm
"Gave to my Grandchildren for Christmas, would like to get another for the same price for another Grandchild.",not sarcasm
I took a couple of pictures with the camera and when I went to view them I can't seem to find the pictures. When I bought my tablet they transferred what I had on my 7in but some of the apps didn't transfer. I'll have to come in and have it explained.Other than that I am very pleased with it.,not sarcasm
Bought this for my gf since she is on her phone playing games etc. I've used it a few times and like it.,not sarcasm
Got this for my 11 yr old and my main concern was parental controls. Parental controls are an awesome feature and were easy to set up. Amazon had plenty of free apps for kids that i didnt need to purchase extra. Thank you I'm very happy with this purchase!,not sarcasm
We purchased these because we really liked the price. We also bought protective cases for both and an antivirus program for them.,not sarcasm
"Bought this for my mom for Christmas. It is her first tablet. She loved it, and will have no problems learning to use it. Very straightforward and easy to pick up. Great storage, fantastic resolution and really good features.",not sarcasm
i really like this tablet..easy to use and looks great.,not sarcasm
"Great tablet for the price, I would definitely recommend the higher gigabyte as it downloads quickly and doesn't take time to upload.",not sarcasm
"It has great picture quality, all the applications seem to load very fast.",not sarcasm
The device is a good item and I really recommend to everyone,not sarcasm
"This Kindle was purchased on the black friday sale. At the time I felt it was a steal at that price. The first tablet I purchased a few years ago was the original Kindle Fire, the following year I purchased an iPad mini and now have the iPad mini 4. As you may already know, the iPad does not have explandable memory. This Kindle can have expanded memory to 200GB so that was a good selling point for me. After setting this new Kindle Fire up, I noticed that viewing photos were not as clear as the original iPad mini even without retina display, and the color had a greenish-yellowish tint to it. Some may not notice this if they do not have something else to compare it to. I'm a pro photographer so this was quite unaceptable to me. I was not expecting perfection with the colors but people's skin tones appeared greenish as if they were Vulcans. I also like to read tech manuals and magazines of which many are in PDF format. The Kindle will read this format but the Kindle Fire after all these years still cannot display the cover art from pdf books, etc.; it displays an acrobat pdf document logo instead. If you have a large library of pdfs you have to read through the document titles instead of being able to select by seeing the cover of the book. That was enough for me, I've been spoiled by the ease of use of the iPad and the display with accurate colors. Back to the store for a prompt refund it went. Overall..still a good deal but if you are used to an iPad for the reasons I am..you may be disappointed.",not sarcasm
"Works well. But does not offer access to the apple or android App Store. Without the apps that I need, this tablet is not as useful.",not sarcasm
this Amazon fire tab works really well.the syncing aspect is very nice being able to pair it with all my devices.i wish it had Google play.,not sarcasm
It's a really good gadget ...I love everything about it...,not sarcasm
I would definitely recommend it to others since it is a good value for money product.,not sarcasm
Nice easy-to-use tablet. We just got it and so far so good,not sarcasm
Easy to use and please send me a $50 gift certificate for filling out this survey or cash works too.,not sarcasm
I bought this for my son. He been reading books and searching stuff on line and watching youtube on it. He said it didn't hurt his eyes like the iPad.,not sarcasm
"great product I would recommend this tablet, grest price",not sarcasm
This tablet is by far one of the best purchases we've made for my son. The kids feature is extra nice!,not sarcasm
"While the Fire hd8 tablet certainly will not perform like some of the more expensive units, for basic web surfing, email, and especially shopping on Amazons web site, this tablet performs well, although it will occasionally freeze while surfing some sites. The screen resolution is what I would call 'adequate', but not on par with other high resolution (and far more expensive) tablets out there.Overall, I am pleased with this tablet-so far.",not sarcasm
Purchased this Kindle Fire HD8 from Best Buy. My fianc̩ downloaded her first book. She already started reading and said it is really cool to use. She said it is easy to see and navigate.,not sarcasm
I have enjoyed using the Fire HD. It is fast and easy to use. I also appreciate all the things it will do.,not sarcasm
The kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,not sarcasm
It does everything my kids need without having to pay a ridiculous price.,not sarcasm
The kindle is great not only is it a reader its bascially a computer. It connects to the internet it takes pictures and has many other great features.,not sarcasm
"very satisfied with tablet, very fast and efficient",not sarcasm
I really enjoy using this tablet it runs very well,not sarcasm
"Tons of value, if you want a budget tablet look no further.",not sarcasm
"We purchased this tablet for our son for Christmas, to replace a malfunctioning Kindle Fire 7. We like Kindle for our kids for the parental controls. So far, this Kindle has performed fine. He seems happy with it.",not sarcasm
Really crisp picture. Fast and good amout of storage.,not sarcasm
I got the kindle fire hd8 for my daughter for Christmas and she loves it very much,not sarcasm
The product is quite durable and user friendly in many aspects.,not sarcasm
"This is our 4th kindle and we love them as ""beginner"" tablets for kids! No worries of data overages and with the sd card slot memory will no longer be an issue!",not sarcasm
